repositoryOrigin,repositoryPath,repositoryBranch,parser,sourcePath,exceptionType,treeType,snippet,stackTrace
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/backend/core/Backend_Algorithm_AD_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/backend/core/Backend_Algorithm_AD_Spec.groovy at cursor position 1120. The next 10 characters in the original source are `!alg.toStr`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/backend/Backend_MatMul_Extension_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/backend/Backend_MatMul_Extension_Spec.groovy at cursor position 2194. The next 10 characters in the original source are `;
        `
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/backend/Matrix_Multiplication_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/backend/Matrix_Multiplication_Spec.groovy at cursor position 871. The next 10 characters in the original source are `.withShape`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/ut/backend/Backend_Extension_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/ut/backend/Backend_Extension_Spec.groovy at cursor position 2692. The next 10 characters in the original source are `output
   `
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/it/Cross_Device_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/it/Cross_Device_Spec.groovy at cursor position 4308. The next 10 characters in the original source are `.canAccess`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/it/Eleven_Lines_NN_System_Spec.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/it/Eleven_Lines_NN_System_Spec.groovy at cursor position 5660. The next 10 characters in the original source are `== [-0.910`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/it/Calculus_Stress_Test.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/it/Calculus_Stress_Test.groovy at cursor position 1656. The next 10 characters in the original source are `,  2d..3d `
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,GroovyParser,"src/test/groovy/it/Cross_Device_Sliced_Tensor_System_Test.groovy",GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse src/test/groovy/it/Cross_Device_Sliced_Tensor_System_Test.groovy at cursor position 8027. The next 10 characters in the original source are `(b.NDConf.`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Gleethos/neureka,master,JsonParser,"src/test/resources/templates/spec-template.json",NullPointerException,,,"java.lang.NullPointerException: null
  org.openrewrite.json.internal.JsonParserVisitor.visitValue(JsonParserVisitor.java:230)
  org.openrewrite.json.internal.JsonParserVisitor.lambda$visitJson5$1(JsonParserVisitor.java:112)
  org.openrewrite.json.internal.JsonParserVisitor.convert(JsonParserVisitor.java:277)
  org.openrewrite.json.internal.JsonParserVisitor.visitJson5(JsonParserVisitor.java:103)"
github.com,Gleethos/neureka,master,JsonParser,"src/test/resources/templates/summary-template.json",NullPointerException,,,"java.lang.NullPointerException: null
  org.openrewrite.json.internal.JsonParserVisitor.visitValue(JsonParserVisitor.java:230)
  org.openrewrite.json.internal.JsonParserVisitor.lambda$visitJson5$1(JsonParserVisitor.java:112)
  org.openrewrite.json.internal.JsonParserVisitor.convert(JsonParserVisitor.java:277)
  org.openrewrite.json.internal.JsonParserVisitor.visitJson5(JsonParserVisitor.java:103)"
github.com,Gleethos/neureka,master,GroovyParser,build.gradle,GroovyParsingException,,,"org.openrewrite.groovy.GroovyParsingException: Failed to parse build.gradle at cursor position 11606. The next 10 characters in the original source are `)
    outp`
  org.openrewrite.groovy.GroovyParserVisitor.visit(GroovyParserVisitor.java:168)"
github.com,Starlight220/KoJni,main,KotlinParser,"src/main/kotlin/io/github/starlight/kojni/JniFunction.kt",IllegalStateException,,,"java.lang.IllegalStateException: src/main/kotlin/io/github/starlight/kojni/JniFunction.kt is not print idempotent.
  org.openrewrite.Parser.requirePrintEqualsInput(Parser.java:51)"
github.com,"patrick-choe/mojang-spigot-remapper",main,KotlinParser,"src/main/kotlin/io/github/patrick/gradle/remapper/RemapTask.kt",IllegalArgumentException,"org.jetbrains.kotlin.KtRealSourceElementKind@37446779","abstract class RemapTask : DefaultTask() {
    @get:Input
    abstract val version: Property<String>

    @get:Input
    @get:Optional
    abstract val action: Property<Action>

    @get:Input
    @get:Optional
    abstract val skip: Property<Boolean>

    @get:Input
    @get:Optional
    abstract val inputTask: Property<AbstractArchiveTask>

    @get:Input
    @get:Optional
    abstract val archiveClassifier: Property<String>

    @get:Input
    @get:Optional
    abstract val archiveName: Property<String>

    @get:InputDirectory
    @get:Optional
    abstract val archiveDirectory: DirectoryProperty

    @TaskAction
    fun execute() {
        if (skip.orNull != true) {
            val task = inputTask.orNull ?: project.tasks.named(""jar"").get() as AbstractArchiveTask
            val archiveFile = task.archiveFile.get().asFile

            val version =
                version.orNull ?: throw IllegalStateException(""Version should be specified for ${project.path}."")

            val targetFile = File(
                archiveDirectory.orNull?.asFile ?: archiveFile.parentFile,
                archiveName.orNull ?: archiveClassifier.orNull?.let { classifier ->
                    task.fileNameWithClassifier(classifier)
                } ?: archiveFile.name
            )

            var fromFile = archiveFile
            var toFile = Files.createTempFile(null, "".jar"").toFile()

            val action = action.getOrElse(Action.MOJANG_TO_SPIGOT)
            val iterator = action.procedures.iterator()
            var shouldRemove = false
            while (iterator.hasNext()) {
                val procedure = iterator.next()
                procedure.remap(project, version, fromFile, toFile)

                if (shouldRemove) {
                    fromFile.delete()

                }

                if (iterator.hasNext()) {
                    fromFile = toFile
                    toFile = Files.createTempFile(null, "".jar"").toFile()
                    shouldRemove = true
                }
            }

            toFile.copyTo(targetFile, true)
            toFile.delete()
            println(""Successfully obfuscate jar (${project.name}, $action)"")
        }
    }

    private companion object {
        private fun AbstractArchiveTask.fileNameWithClassifier(classifier: String): String {
            return ""${archiveBaseName.get()}-${archiveVersion.get()}-$classifier.jar""
        }

        private val nullOutputStream = PrintStream(object : OutputStream() {
            override fun write(b: Int) {}
        })
    }

    enum class Action(internal vararg val procedures: ActualProcedure) {
        MOJANG_TO_SPIGOT(ActualProcedure.MOJANG_OBF, ActualProcedure.OBF_SPIGOT),
        MOJANG_TO_OBF(ActualProcedure.MOJANG_OBF),
        OBF_TO_MOJANG(ActualProcedure.OBF_MOJANG),
        OBF_TO_SPIGOT(ActualProcedure.OBF_SPIGOT),
        SPIGOT_TO_MOJANG(ActualProcedure.SPIGOT_OBF, ActualProcedure.OBF_MOJANG),
        SPIGOT_TO_OBF(ActualProcedure.SPIGOT_OBF);
    }

    internal enum class ActualProcedure(
        private val mapping: (version: String) -> String,
        private val inheritance: (version: String) -> String,
        private val reversed: Boolean = false
    ) {
        MOJANG_OBF(
            { version -> ""org.spigotmc:minecraft-server:$version-R0.1-SNAPSHOT:maps-mojang@txt"" },
            { version -> ""org.spigotmc:spigot:$version-R0.1-SNAPSHOT:remapped-mojang"" },
            true
        ),
        OBF_MOJANG(
            { version -> ""org.spigotmc:minecraft-server:$version-R0.1-SNAPSHOT:maps-mojang@txt"" },
            { version -> ""org.spigotmc:spigot:$version-R0.1-SNAPSHOT:remapped-obf"" }
        ),
        SPIGOT_OBF(
            { version -> ""org.spigotmc:minecraft-server:$version-R0.1-SNAPSHOT:maps-spigot@csrg"" },
            { version -> ""org.spigotmc:spigot:$version-R0.1-SNAPSHOT"" },
            true
        ),
        OBF_SPIGOT(
            { version -> ""org.spigotmc:minecraft-server:$version-R0.1-SNAPSHOT:maps-spigot@csrg"" },
            { version -> ""org.spigotmc:spigot:$version-R0.1-SNAPSHOT:remapped-obf"" }
        );

        fun remap(project: Project, version: String, jarFile: File, outputFile: File) {
            val dependencies = project.dependencies

            val mappingFile =
                project.configurations.detachedConfiguration(dependencies.create(mapping(version))).singleFile
            val inheritanceFiles =
                project.configurations.detachedConfiguration(dependencies.create(inheritance(version))).files.toList()

            Jar.init(jarFile).use { inputJar ->
                // ignore SS multiple main class err
                val err = System.err
                System.setErr(nullOutputStream)

                Jar.init(inheritanceFiles).use { inheritanceJar ->
                    val mapping = JarMapping()
                    mapping.loadMappings(mappingFile.canonicalPath, reversed, false, null, null)

                    val provider = JointProvider()
                    provider.add(JarProvider(inputJar))
                    provider.add(JarProvider(inheritanceJar))
                    mapping.setFallbackInheritanceProvider(provider)

                    val mapper = JarRemapper(mapping)
                    mapper.remapJar(inputJar, outputFile)
                }

                System.setErr(err)
            }
        }
    }
}","java.lang.IllegalArgumentException: Unsupported ConeTypeProjection org.jetbrains.kotlin.fir.types.ConeCapturedType
  org.openrewrite.kotlin.KotlinTypeSignatureBuilder.coneTypeProjectionSignature(KotlinTypeSignatureBuilder.kt:380)
  org.openrewrite.kotlin.KotlinTypeSignatureBuilder.parameterizedTypeRef(KotlinTypeSignatureBuilder.kt:294)
  org.openrewrite.kotlin.KotlinTypeSignatureBuilder.resolveSignature(KotlinTypeSignatureBuilder.kt:170)
  org.openrewrite.kotlin.KotlinTypeSignatureBuilder.signature(KotlinTypeSignatureBuilder.kt:98)
  org.openrewrite.kotlin.KotlinTypeSignatureBuilder.resolveSignature(KotlinTypeSignatureBuilder.kt:136)
  org.openrewrite.kotlin.KotlinTypeSignatureBuilder.signature(KotlinTypeSignatureBuilder.kt:98)
  org.openrewrite.kotlin.KotlinTypeMapping.type(KotlinTypeMapping.kt:78)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.createIdentifier(KotlinParserVisitor.kt:4487)
  ..."
github.com,"anatawa12/compile-time-constant",master,KotlinParser,"src/main/kotlin/com/anatawa12/compileTimeConstant/CreateConstantsTask.kt",IllegalArgumentException,"org.jetbrains.kotlin.KtRealSourceElementKind@7e2a7d5","@CacheableTask
open class CreateConstantsTask() : DefaultTask() {
    private val alwaysGenerateJarFile get() = project.extensions
        .findByType(CompileTimeConstantExtension::class.java)
        ?.alwaysGenerateJarFile
        ?: false

    init {
        inputs.property(""alwaysGenerateJarFile"", Callable { alwaysGenerateJarFile })
    }

    @get:Internal
    val configurationName = project.objects.property(String::class.java)

    @get:Input
    var sourceSetName: String? = null
        set(value) {
            field = value
            output = File(project.buildDir, ""compile-time-constant/constants-$sourceSetName.jar"")
        }

    @get:OutputFile
    var output: File = File(project.buildDir, ""compile-time-constant/constants-$sourceSetName.jar"")
        private set

    @get:Input
    var constantsClass: String = """"

    @get:Input
    val values: Map<String, Serializable>
        get() = _values.toMap()

    private val _values: MutableMap<String, Serializable> = mutableMapOf()

    fun values(pairs: Map<String, Serializable>) {
        for ((_, value) in pairs) {
            when (value) {
                is Int -> {}
                is Byte -> {}
                is Char -> {}
                is Short -> {}
                is Boolean -> {}
                is Float -> {}
                is Long -> {}
                is Double -> {}
                is String -> {}
                else -> throw IllegalArgumentException(""value expected primitive type or String. but ${value.javaClass.simpleName}"")
            }
        }
        _values.putAll(pairs)
    }

    @TaskAction
    fun createConstants() {
        val constantsClass = constantsClass.replace('.', '/')
        if (constantsClass == """") {
            System.err.println(""No value has been specified for property 'constantsClass'."")
            if (alwaysGenerateJarFile) generateEmptyJarFile()
            return
        }
        val cw = ClassWriter(COMPUTE_FRAMES)
        val cv = cw as ClassVisitor
        cv.visit(V1_6, ACC_PUBLIC + ACC_FINAL + ACC_SUPER, constantsClass, null, ""java/lang/Object"", null)
        for ((name, value) in values) {
            val descriptor = when (value) {
                is Int -> INT_TYPE.descriptor
                is Byte -> BYTE_TYPE.descriptor
                is Char -> CHAR_TYPE.descriptor
                is Short -> SHORT_TYPE.descriptor
                is Boolean -> BOOLEAN_TYPE.descriptor
                is Float -> FLOAT_TYPE.descriptor
                is Long -> LONG_TYPE.descriptor
                is Double -> DOUBLE_TYPE.descriptor
                is String -> ""L${""java/lang/String""};""
                else -> throw IllegalArgumentException(""value must be primitive type or String"")
            }
            val fv = cv.visitField(ACC_PUBLIC + ACC_STATIC + ACC_FINAL, name, descriptor, null, value)
            fv.visitAnnotation(""L${""javax/annotation/Nonnull""};"", true).visitEnd()
            fv.visitEnd()
        }
        val mv = cv.visitMethod(ACC_PRIVATE, ""<init>"", ""()V"", null, null)
        mv.visitCode()
        mv.visitVarInsn(ALOAD, 0)
        mv.visitMethodInsn(INVOKESPECIAL, ""java/lang/Object"", ""<init>"", ""()V"", false)
        mv.visitMaxs(1, 1)
        mv.visitEnd()
        cv.visitEnd()
        output.parentFile.mkdirs()
        ZipOutputStream(output.outputStream()).use { zipOut ->
            zipOut.putNextEntry(ZipEntry(""$constantsClass.class""))
            zipOut.write(cw.toByteArray())
            zipOut.closeEntry()
        }
    }

    private fun generateEmptyJarFile() {
        output.parentFile.mkdirs()
        ZipOutputStream(output.outputStream()).use {}
    }
}","java.lang.IllegalArgumentException: Unsupported condition type.
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitWhenBranch(KotlinParserVisitor.kt:3200)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitElement(KotlinParserVisitor.kt:4417)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitWhenExpression(KotlinParserVisitor.kt:3323)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitElement(KotlinParserVisitor.kt:4418)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitBlock(KotlinParserVisitor.kt:766)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitBlock(KotlinParserVisitor.kt:705)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitElement(KotlinParserVisitor.kt:4372)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.mapForLoop(KotlinParserVisitor.kt:4619)
  ..."
github.com,"anatawa12/compile-time-constant",master,KotlinParser,"src/main/kotlin/com/anatawa12/compileTimeConstant/apply.kt",IllegalStateException,,,"java.lang.IllegalStateException: src/main/kotlin/com/anatawa12/compileTimeConstant/apply.kt is not print idempotent.
  org.openrewrite.Parser.requirePrintEqualsInput(Parser.java:51)"
github.com,"svok/kotlin-jar2npm-plugin",master,KotlinParser,"jar2npm-plugin/src/test/kotlin/com/crowdproj/plugins/jar2npm/KotlinJar2NpmPluginTest.kt",AssertionError,,,"java.lang.AssertionError: null
  org.openrewrite.java.tree.TypeTree.build(TypeTree.java:95)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitResolvedQualifier(KotlinParserVisitor.kt:2358)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitElement(KotlinParserVisitor.kt:4398)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.convertToExpression(KotlinParserVisitor.kt:4758)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.mapFunctionCall(KotlinParserVisitor.kt:1116)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitFunctionCall(KotlinParserVisitor.kt:1026)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.visitElement(KotlinParserVisitor.kt:4385)
  org.openrewrite.kotlin.internal.KotlinParserVisitor.convertToExpression(KotlinParserVisitor.kt:4758)
  ..."
github.com,joke/spock-mockable,main,GroovyParser,"examples/spring/src/test/groovy/io/github/joke/spockmockable/tests/ControllerTest.groovy","MultipleCompilationErrorsException",,,"org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
Could not instantiate global transform class org.spockframework.compiler.SpockTransform specified at jar:file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar!/META-INF/services/org.codehaus.groovy.transform.ASTTransformation  because of exception org.spockframework.util.IncompatibleGroovyVersionException: The Spock compiler plugin cannot execute because Spock 2.3.0-groovy-4.0 is not compatible with Groovy 3.0.10. For more information (including enforce mode), see https://docs.spockframework.org (section 'Known Issues').
Spock artifact: file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar
Groovy artifact: file:/home/ubuntu/.gradle/wrapper/dists/gradle-7.5.1-all/1ehga6e77gqps5uk2kc5kf1vc/gradle-7.5.1/lib/groovy-3.0.10.jar

1 error

  org.codehaus.groovy.control.ErrorCollector.failIfErrors(ErrorCollector.java:292)
  org.codehaus.groovy.control.ProcessingUnit.completePhase(ProcessingUnit.java:139)
  org.codehaus.groovy.control.ProcessingUnit.gotoPhase(ProcessingUnit.java:155)
  org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:621)"
github.com,joke/spock-mockable,main,GroovyParser,"examples/spring/src/test/groovy/io/github/joke/spockmockable/tests/ControllerTestFromBase.groovy","MultipleCompilationErrorsException",,,"org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
Could not instantiate global transform class org.spockframework.compiler.SpockTransform specified at jar:file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar!/META-INF/services/org.codehaus.groovy.transform.ASTTransformation  because of exception org.spockframework.util.IncompatibleGroovyVersionException: The Spock compiler plugin cannot execute because Spock 2.3.0-groovy-4.0 is not compatible with Groovy 3.0.10. For more information (including enforce mode), see https://docs.spockframework.org (section 'Known Issues').
Spock artifact: file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar
Groovy artifact: file:/home/ubuntu/.gradle/wrapper/dists/gradle-7.5.1-all/1ehga6e77gqps5uk2kc5kf1vc/gradle-7.5.1/lib/groovy-3.0.10.jar

1 error

  org.codehaus.groovy.control.ErrorCollector.failIfErrors(ErrorCollector.java:292)
  org.codehaus.groovy.control.ProcessingUnit.completePhase(ProcessingUnit.java:139)
  org.codehaus.groovy.control.ProcessingUnit.gotoPhase(ProcessingUnit.java:155)
  org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:621)"
github.com,joke/spock-mockable,main,GroovyParser,"examples/spring/src/test/groovy/io/github/joke/spockmockable/tests/ControllerTestBase.groovy","MultipleCompilationErrorsException",,,"org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
Could not instantiate global transform class org.spockframework.compiler.SpockTransform specified at jar:file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar!/META-INF/services/org.codehaus.groovy.transform.ASTTransformation  because of exception org.spockframework.util.IncompatibleGroovyVersionException: The Spock compiler plugin cannot execute because Spock 2.3.0-groovy-4.0 is not compatible with Groovy 3.0.10. For more information (including enforce mode), see https://docs.spockframework.org (section 'Known Issues').
Spock artifact: file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar
Groovy artifact: file:/home/ubuntu/.gradle/wrapper/dists/gradle-7.5.1-all/1ehga6e77gqps5uk2kc5kf1vc/gradle-7.5.1/lib/groovy-3.0.10.jar

1 error

  org.codehaus.groovy.control.ErrorCollector.failIfErrors(ErrorCollector.java:292)
  org.codehaus.groovy.control.ProcessingUnit.completePhase(ProcessingUnit.java:139)
  org.codehaus.groovy.control.ProcessingUnit.gotoPhase(ProcessingUnit.java:155)
  org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:621)"
github.com,joke/spock-mockable,main,GroovyParser,"tests/src/test/groovy/io/github/joke/tests/StaticTest.groovy","MultipleCompilationErrorsException",,,"org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
Could not instantiate global transform class org.spockframework.compiler.SpockTransform specified at jar:file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar!/META-INF/services/org.codehaus.groovy.transform.ASTTransformation  because of exception org.spockframework.util.IncompatibleGroovyVersionException: The Spock compiler plugin cannot execute because Spock 2.3.0-groovy-4.0 is not compatible with Groovy 3.0.10. For more information (including enforce mode), see https://docs.spockframework.org (section 'Known Issues').
Spock artifact: file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar
Groovy artifact: file:/home/ubuntu/.gradle/wrapper/dists/gradle-7.5.1-all/1ehga6e77gqps5uk2kc5kf1vc/gradle-7.5.1/lib/groovy-3.0.10.jar

1 error

  org.codehaus.groovy.control.ErrorCollector.failIfErrors(ErrorCollector.java:292)
  org.codehaus.groovy.control.ProcessingUnit.completePhase(ProcessingUnit.java:139)
  org.codehaus.groovy.control.ProcessingUnit.gotoPhase(ProcessingUnit.java:155)
  org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:621)"
github.com,joke/spock-mockable,main,GroovyParser,"tests/src/test/groovy/io/github/joke/tests/TransformationTest.groovy","MultipleCompilationErrorsException",,,"org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
Could not instantiate global transform class org.spockframework.compiler.SpockTransform specified at jar:file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar!/META-INF/services/org.codehaus.groovy.transform.ASTTransformation  because of exception org.spockframework.util.IncompatibleGroovyVersionException: The Spock compiler plugin cannot execute because Spock 2.3.0-groovy-4.0 is not compatible with Groovy 3.0.10. For more information (including enforce mode), see https://docs.spockframework.org (section 'Known Issues').
Spock artifact: file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar
Groovy artifact: file:/home/ubuntu/.gradle/wrapper/dists/gradle-7.5.1-all/1ehga6e77gqps5uk2kc5kf1vc/gradle-7.5.1/lib/groovy-3.0.10.jar

1 error

  org.codehaus.groovy.control.ErrorCollector.failIfErrors(ErrorCollector.java:292)
  org.codehaus.groovy.control.ProcessingUnit.completePhase(ProcessingUnit.java:139)
  org.codehaus.groovy.control.ProcessingUnit.gotoPhase(ProcessingUnit.java:155)
  org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:621)"
github.com,joke/spock-mockable,main,GroovyParser,"tests/src/test/groovy/io/github/joke/tests/HierarchyrTest.groovy","MultipleCompilationErrorsException",,,"org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
Could not instantiate global transform class org.spockframework.compiler.SpockTransform specified at jar:file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar!/META-INF/services/org.codehaus.groovy.transform.ASTTransformation  because of exception org.spockframework.util.IncompatibleGroovyVersionException: The Spock compiler plugin cannot execute because Spock 2.3.0-groovy-4.0 is not compatible with Groovy 3.0.10. For more information (including enforce mode), see https://docs.spockframework.org (section 'Known Issues').
Spock artifact: file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar
Groovy artifact: file:/home/ubuntu/.gradle/wrapper/dists/gradle-7.5.1-all/1ehga6e77gqps5uk2kc5kf1vc/gradle-7.5.1/lib/groovy-3.0.10.jar

1 error

  org.codehaus.groovy.control.ErrorCollector.failIfErrors(ErrorCollector.java:292)
  org.codehaus.groovy.control.ProcessingUnit.completePhase(ProcessingUnit.java:139)
  org.codehaus.groovy.control.ProcessingUnit.gotoPhase(ProcessingUnit.java:155)
  org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:621)"
github.com,joke/spock-mockable,main,GroovyParser,"examples/spock/src/test/groovy/io/github/joke/examples/MockablePackageTest.groovy","MultipleCompilationErrorsException",,,"org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
Could not instantiate global transform class org.spockframework.compiler.SpockTransform specified at jar:file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar!/META-INF/services/org.codehaus.groovy.transform.ASTTransformation  because of exception org.spockframework.util.IncompatibleGroovyVersionException: The Spock compiler plugin cannot execute because Spock 2.3.0-groovy-4.0 is not compatible with Groovy 3.0.10. For more information (including enforce mode), see https://docs.spockframework.org (section 'Known Issues').
Spock artifact: file:/home/ubuntu/.gradle/caches/modules-2/files-2.1/org.spockframework/spock-core/2.3-groovy-4.0/8861b2590bb8e4709b052fb4ed6da3de98e734d9/spock-core-2.3-groovy-4.0.jar
Groovy artifact: file:/home/ubuntu/.gradle/wrapper/dists/gradle-7.5.1-all/1ehga6e77gqps5uk2kc5kf1vc/gradle-7.5.1/lib/groovy-3.0.10.jar

1 error

  org.codehaus.groovy.control.ErrorCollector.failIfErrors(ErrorCollector.java:292)
  org.codehaus.groovy.control.ProcessingUnit.completePhase(ProcessingUnit.java:139)
  org.codehaus.groovy.control.ProcessingUnit.gotoPhase(ProcessingUnit.java:155)
  org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:621)"
